year,SA2_CODE21,SA2_NAME21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_NAME21,STE_NAME21,population,LIRSD,LIRSD_PC2,WLIRSD,WLIRSD_PC2,IRSD,IRSAD,IER,IEO
2006,102011028,Avoca Beach - Copacabana,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,5975.6964712,1055.4554059468526,1025.202642422957,1054.8776649725369,1044.662310792966,1082.9017050066248,1066.9475324193222,1059.6548281833955,1062.4317785880812
2006,102011029,Box Head - MacMasters Beach,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,10157.6727216,1053.0587780206386,1034.2092368130568,1053.6124151091924,1044.1533826675059,1061.2476689662844,1058.3738661683033,1059.7899245884814,1041.5093878022183
2006,102011030,Calga - Kulnura,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,4619.8091672,990.1815287971216,1007.008706461099,989.8834851915509,998.114766576056,1021.9131597189424,1019.8005612026229,1044.4297531975596,1020.0025450164336
2006,102011031,Erina - Green Point,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,13600.1985764,1036.3299521387582,1018.2182408347518,1039.7430226542992,1031.5682620026018,1037.0711990672528,1033.507495974681,1045.1173964027003,1001.1925132495705
2006,102011032,Gosford - Springfield,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,17142.855552,938.3223780806826,1031.9266526215415,940.6439769362074,1039.2189872138877,991.5778129268499,978.2321498988827,942.8176471996321,996.9517552988262
2006,102011033,Kariong,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,6159.725906,1030.5107790859415,1047.7686739335886,1029.698148614111,1059.7516029933126,1038.3315010875524,1043.3241534616982,1041.7118167304882,984.5228255601978
2006,102011034,Kincumber - Picketts Valley,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,7563.0892596,965.5367970173544,1063.5935841040969,967.7145622965073,1069.4689780847907,982.2762281068638,983.9624526317068,988.8241759075079,964.3322017865722
2006,102011035,Narara,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,5891.4052134,1001.532623603453,1066.9007893805092,1000.0907388194099,1075.524119466664,1010.4889506416932,1017.5400104424041,1014.2544928861026,977.4431604616349
2006,102011036,Niagara Park - Lisarow,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,7611.9759265,1038.8313712130416,1038.0405711488565,1038.3237307138818,1048.0977147027622,1042.5899966584204,1046.6215370757645,1048.0420193911036,997.3019238137584
2006,102011037,Point Clare - Koolewong,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,5574.7088133,1028.0849810117445,1029.7609968319434,1029.71565638544,1039.2743343676173,1021.5317700574745,1031.6920709494648,1015.5730124642587,1001.2163836596334
2006,102011038,Saratoga - Davistown,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,6177.5675502,1023.6489560505946,1045.5255437665621,1025.048109102222,1056.7909322229543,1024.210045672361,1029.7465753416557,1025.3835616162946,990.1621005146735
2006,102011039,Terrigal - North Avoca,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,12185.795234,1063.98775096177,1018.2886115823829,1064.9428327488095,1037.0594127661707,1089.7650405888126,1071.275664430436,1069.152261878813,1059.2934009417386
2006,102011040,Umina - Booker Bay - Patonga,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,21583.2006608,905.0604797009776,1086.236610467561,906.6001557807086,1087.9750187311304,946.608714414252,947.6634285283454,940.391915620848,931.289162147996
2006,102011041,Wamberal - Forresters Beach,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,8629.3790898,1061.2339062696637,1018.6033802128857,1062.1179256457456,1036.09856557448,1066.3645678399107,1066.0740891902842,1071.655750092441,1034.1522448874373
2006,102011042,Woy Woy - Blackwall,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,13110.8407161,908.8555403368622,1073.6463988369615,911.282508056896,1071.41555473788,944.4126920367056,944.4173046108177,937.1088703771018,926.5747337225872
2006,102011043,Wyoming,10201,Gosford,102,Central Coast,Greater Sydney,New South Wales,10805.9682701,966.7178392271384,1056.237041775694,968.1401637099109,1059.5823216838473,975.361058940995,982.0734195064108,974.60989990045,960.9567178547301
2006,102021044,Bateau Bay - Killarney Vale,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,20189.2,938.0625039912,1072.3096047075198,938.9057766009239,1075.8023613025093,957.3100303951368,970.3434650455928,972.7294832826748,927.4376899696049
2006,102021045,Blue Haven - San Remo,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,10269.3473274,884.0449447272945,1140.9352701137589,879.3387514380261,1133.5627057454437,921.7529060512684,942.322778848589,963.4372926478202,867.0646580089232
2006,102021046,Budgewoi - Buff Point - Halekulani,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,8412.2408866,901.1981059624653,1121.2047548572627,899.2849535985936,1115.190122427149,928.651592561009,945.7764216296015,952.5157745019719,895.5440826827992
2006,102021047,Chittaway Bay - Tumbi Umbi,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,15011.4430141,998.1099984726527,1076.2349580150649,997.4157523078002,1081.5720952951044,998.7775169296517,1015.6941493454983,1022.8514085290824,942.7547699769167
2006,102021048,Gorokan - Kanwal - Charmhaven,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,19572.166939,884.9416084618705,1113.518840047324,883.4521183174053,1107.4804622489255,922.1699467916447,936.6261243072101,941.4398098284747,886.7788305789513
2006,102021049,Jilliby - Yarramalong,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,2619.6189359,1074.3644976352268,1033.9489021155218,1074.1106337730469,1044.4915875605232,1057.814194352319,1077.61045145899,1103.6598482002225,1019.7434036142608
2006,102021050,Lake Munmorah - Mannering Park,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,9147.898525,926.5028231132629,1131.0879158350049,923.5493713455622,1125.9195431011744,935.9524451649035,955.9950999953576,969.4430984639272,895.903904083459
2006,102021051,Ourimbah - Fountaindale,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,4893.1767929,1032.5764881073192,1052.3483421249382,1030.7484828708418,1060.0251636389894,1055.78616531244,1058.1621962162828,1062.720547477178,1020.2105973475757
2006,102021052,Summerland Point - Gwandalan,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,5247.8524034,924.4801457292025,1125.7091149613632,920.5033839299922,1118.5226721301256,946.2033897010054,973.5296609168486,984.762711729618,896.2754236736428
2006,102021053,The Entrance,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,11485,858.4236563289612,1085.1669876018839,859.1318646629154,1085.9530882295908,926.2727272727273,923.2424242424242,911.5757575757576,913.1818181818181
2006,102021054,Toukley - Norah Head,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,8665.1428754,878.1754226136126,1090.07236356259,879.3410774627554,1087.9169937807442,914.7876712394775,922.5616438817226,930.0342465937653,899.1164382922265
2006,102021055,Tuggerah - Kangy Angy,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,4517.3321315,1002.2213101191942,1071.93586427335,1001.0782599606995,1079.328894858841,1004.0228852930915,1013.7253034902808,1013.6307227180364,957.3768603512742
2006,102021056,Warnervale - Wadalba,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,9565.1926774,1008.4128594775245,1072.149088068156,1006.914041964118,1073.5650801603863,1026.4189205366408,1028.6271485310745,1084.6743799012154,938.80464073984
2006,102021057,Wyong,10202,Wyong,102,Central Coast,Greater Sydney,New South Wales,7249.5053836,824.4995360522173,1088.1356543598104,822.9192204287463,1075.5136132628004,899.4632697285274,888.03401205573,899.5259395921656,881.3115099778122
2006,103011059,Bathurst - East,10301,Bathurst,103,Central West,Rest of NSW,New South Wales,8119.5014418,970.0021381285409,1032.8597685461611,970.8673161716688,1037.6327960384847,971.9386686904224,979.9645239977368,998.6674470023485,941.7965600100583
2006,103011060,Bathurst Surrounds,10301,Bathurst,103,Central West,Rest of NSW,New South Wales,6156.9806959,1049.1284821410106,1036.7941358947821,1049.4519161893043,1043.33893650372,993.9145629878158,1035.348221116372,1038.4703710002955,1015.4040085543429
2006,103011061,Oberon,10301,Bathurst,103,Central West,Rest of NSW,New South Wales,4555.4938469,956.1695103675461,1061.5381293327584,956.5451247849456,1057.9738245128312,948.9994774235847,1000.5480615816847,1025.2191837762105,940.5201320365487
2006,103011612,Bathurst - South,10301,Bathurst,103,Central West,Rest of NSW,New South Wales,11032.4756681,872.8751885614521,987.5632661376287,876.3553314479469,996.1729681370956,945.2853855005753,946.4637514384349,903.9597238204833,980.964326812428
2006,103011613,Bathurst - West,10301,Bathurst,103,Central West,Rest of NSW,New South Wales,11355.3265764,1013.0000992479189,1040.46002889313,1013.4153577017149,1054.6772520071625,1006.8742248544087,1024.921674761367,1020.692691737096,983.3483626768881
2006,103021062,Condobolin,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,6988.781416,930.3076037458891,1025.9064718175239,933.7422521280772,1032.4557739517302,945.6030921249691,988.0849511595287,1005.0722085509465,1011.61081484978
2006,103021063,Cowra,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,8745.211348,871.4144594230276,1050.2536825395705,873.9260800964526,1053.2587030301002,897.2818245336953,919.5697575273624,927.0390288145628,899.700466205572
2006,103021064,Cowra Surrounds,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,5731.7277762,958.1551679003401,1078.6949843087257,958.4655862422081,1081.7917853708839,933.9846274407442,976.4161844350132,992.9732368557898,971.1311435116642
2006,103021065,Forbes,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,9926.8519008,910.6056121820807,1048.0470120513878,912.8621640935467,1056.5961301048217,937.3253879798849,973.5711328556113,976.0396019898297,972.8175530481568
2006,103021066,Grenfell,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,3527.6390346,926.8736150876882,1072.2391780094727,928.8123973954575,1071.413190457534,930.9067687515425,971.5985731155453,987.6904247232362,998.4955258890819
2006,103021067,Parkes (NSW),10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,10183.2432665,878.2827765366637,1047.1449356056048,879.6344630314001,1050.4793325334153,905.6000498560619,926.364737338795,921.7874526116298,897.2214494485671
2006,103021068,Parkes Surrounds,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,3906.4440829,936.5897685680542,1044.7134272033363,937.9268507364922,1045.4971746480521,941.6202335058757,988.5781421079008,1000.4215103883936,996.3978138013651
2006,103021069,West Wyalong,10302,Lachlan Valley,103,Central West,Rest of NSW,New South Wales,6258.9591848,969.8501587404717,1062.5517548448963,972.0891501570901,1067.0121209988386,947.4954508019048,1004.8850289858304,1019.9826302903313,991.2398677017835
2006,103031070,Lithgow,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,11278.1092521,847.9446993998724,1060.5543405950052,849.0148785002859,1052.8890328317257,906.6934154402439,917.3331262260255,924.3115964434458,878.6498548681535
2006,103031071,Lithgow Surrounds,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,7415.59822,926.6251483510057,1090.045911551054,924.6596962423816,1080.0268317942596,940.4643045284234,968.9264577734056,996.9499456374227,918.6029826823633
2006,103031072,Mudgee,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,8543.4084198,893.8111069467166,1044.7635494956028,895.3375440455798,1045.7772122730682,931.8525113394778,949.7951771207196,936.338223162226,919.5032266291705
2006,103031073,Mudgee Surrounds - East,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,3400.444763,882.7869753602987,1099.5279090921356,881.1858058975745,1081.7192330420676,916.4880783459907,945.4744876187897,957.0580593105286,943.0270625705324
2006,103031074,Mudgee Surrounds - West,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,10840.0851553,955.2155384857035,1080.1678455832857,954.1140936436905,1075.052116667161,935.1413549618178,974.773569565291,986.3663053767228,957.9512289766119
2006,103031075,Wollangambe - Wollemi,10303,Lithgow - Mudgee,103,Central West,Rest of NSW,New South Wales,808.9070223,969.091621770328,1094.7674754156408,966.5190343541814,1089.1934201205963,931.8444421117431,964.1097797549431,982.6824003555588,1009.5394669125656
2006,103041076,Blayney,10304,Orange,103,Central West,Rest of NSW,New South Wales,6453.9989271,932.7027165126099,1060.9094752432825,931.9426388936348,1057.2727216511657,944.7912861974054,979.6670751565669,992.4657147634636,958.6811078802599
2006,103041077,Orange,10304,Orange,103,Central West,Rest of NSW,New South Wales,19072.3326217,887.8418465940706,1053.6446394935642,889.4532032326205,1058.4370406336072,940.220629893387,947.9354035991595,933.0992397999346,945.4573748112763
2006,103041078,Orange - North,10304,Orange,103,Central West,Rest of NSW,New South Wales,14063.1810285,987.0739663396743,1030.6773943799967,988.4406514057254,1040.0520809193874,999.5029963490549,1015.4720473465852,1021.0411591877003,978.1724055351698
2006,103041079,Orange Surrounds,10304,Orange,103,Central West,Rest of NSW,New South Wales,10563.2193664,1035.3654321677616,1038.3650805971047,1037.1032141973124,1046.945101697739,993.8992723139304,1039.2521638842907,1050.2846298393056,1004.6573155973865
2006,104011080,Grafton,10401,Clarence Valley,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,17585.9079326,853.6153219359277,1083.8555141501263,853.3346065320836,1084.966217744728,902.4562480133518,917.2903533346301,917.9654799349845,893.0451837347866
2006,104011081,Grafton Surrounds,10401,Clarence Valley,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,14793.4238294,894.1635852152433,1126.9151241646537,889.5841298299165,1112.5534138943096,907.3308011758064,933.4061768425169,953.7328790784362,918.160333810253
2006,104011082,Maclean - Yamba - Iluka,10401,Clarence Valley,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,15887.658932800001,893.0424810932924,1086.849302337559,892.0492546030694,1080.1863299111992,921.3534927475654,942.1670657882195,940.2600600183897,920.9441427300868
2006,104021083,Bellingen,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,5609.9640913,906.9838959141797,1091.1324559897648,902.5504833182486,1093.4165805089192,972.6294786800548,974.9169947287971,941.2655645613319,1021.6634251803875
2006,104021084,Coffs Harbour - North,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,16686.9635691,890.2057204768641,1067.7855113505543,890.080222276561,1072.9492460778483,921.4874262455106,910.8896856352418,900.1871805651966,923.9464777181952
2006,104021085,Coffs Harbour - South,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,9391.6250039,871.2315659293785,1046.223049219549,872.3647326007216,1048.9107447149183,924.4314697396687,919.256526687637,893.0058660773703,936.0368884014482
2006,104021086,Coramba - Nana Glen - Bucca,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,3171.5582321,966.4886037642973,1072.2030809047612,963.538702225907,1070.062497531933,971.1869774783632,996.3720081738165,988.0487615880004,955.0823443639023
2006,104021087,Dorrigo,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,3605.7677406,859.0739684562568,1088.3603195336793,855.554773802316,1082.1860988683798,902.9775565987678,920.3689263087033,920.0188439129405,956.1404733582273
2006,104021088,Korora - Emerald Beach,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,7063.6734259,1031.6324941371663,1047.9926806017788,1030.0724167289204,1059.5523215709175,1035.2265464415368,1043.6831435467675,1037.886139819018,1008.9078175858953
2006,104021089,Sawtell - Boambee,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,18326.061979,925.7783061100608,1073.3271891314607,924.4595192884583,1077.2988599907198,957.7977208563067,967.4662748076887,959.035759166363,945.911113728643
2006,104021090,Urunga,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,4632.9933230999995,884.193799468574,1099.8781396418117,882.1510435587281,1095.2255793585564,934.3057960899272,948.7086674443473,947.3490672791938,934.5626322930568
2006,104021091,Woolgoolga - Arrawarra,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Rest of NSW,New South Wales,10851.979936,886.7400473914784,1083.3266894071935,884.8841654738177,1080.1496423361289,937.8657923899158,949.3020272608504,948.9668552860871,943.849692952534
2006,105011092,Bourke - Brewarrina,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Rest of NSW,New South Wales,4874.2707041,844.880676854764,953.6684857173005,852.7002754003437,960.1161545879214,942.8129357629736,929.1518664435004,945.9567588011895,991.9930350974882
2006,105011093,Cobar,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Rest of NSW,New South Wales,5213.8059415,921.2220918205376,1054.9435152424303,921.7239299073877,1047.9147307419578,931.5772630119857,949.9699449134779,965.104640222034,931.3552917302529
2006,105011094,Coonamble,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Rest of NSW,New South Wales,4404.4768501,868.4359024422911,1042.206724271286,872.6858248801968,1046.3636168544886,942.8472301638853,956.1754935992744,982.1238953672652,1014.508304145462
2006,105011095,Nyngan - Warren,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Rest of NSW,New South Wales,5116.2742142,896.3116907936093,1029.7243282692739,899.126321813281,1031.0658011224627,939.3188085210958,968.5664126192195,991.5415788327344,980.6875310473605
2006,105011096,Walgett - Lightning Ridge,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Rest of NSW,New South Wales,7763.4703399,801.4368035563715,1080.491729905431,801.3189480549274,1066.6619422031927,888.2261856816456,873.8305186317576,914.4262398773164,934.4984984652195
2006,105021097,Broken Hill,10502,Broken Hill and Far West,105,Far West and Orana,Rest of NSW,New South Wales,19346,868.151334797652,1096.4062326942046,868.559886364577,1090.4045000478088,898.3478260869565,915.195652173913,913.6304347826087,888.3260869565217
2006,105021098,Far West,10502,Broken Hill and Far West,105,Far West and Orana,Rest of NSW,New South Wales,3041,887.7349244848355,1058.7976403618072,891.1493218902049,1052.9155730528971,964.8695652173913,983.1304347826087,1013.1739130434783,1006.695652173913
2006,105031099,Coonabarabran,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,8281.6608006,887.1029393687743,1066.4569388824216,887.4493209714551,1063.4592872542441,922.5744610268849,945.6547610609235,956.3415038402281,981.3305413114409
2006,105031100,Dubbo - East,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,10583.9764574,942.3361878707857,1044.9522646065057,942.579583450307,1059.7028310883918,959.8873904171214,972.2211349043453,979.3603301065281,934.2759566933934
2006,105031101,Dubbo - South,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,14959.3702126,955.2414037232559,1041.4365091431914,957.315595600318,1054.4462582060119,962.9574672987892,979.200595159821,959.2101882658632,958.466459821621
2006,105031102,Dubbo - West,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,7501.9938934,851.7021278625577,1039.0885491630008,852.9045950732027,1048.8824795617256,915.1546030012192,917.6252213380404,937.7369507087265,894.3355359131598
2006,105031103,Dubbo Surrounds,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,5312.9833782,1057.1532285624535,1033.51316768717,1058.4915191209368,1042.2250399326065,989.9803112483775,1046.678707797972,1065.2395971572412,975.3499126326108
2006,105031104,Gilgandra,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,4629.374195,902.5433483248357,1061.7723046912743,904.5015978514298,1069.8167096231548,933.7492830489033,971.7084525769952,997.4922964002374,980.55672372632
2006,105031105,Narromine,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,6551.3742054,904.1077144935348,1050.0564455550498,905.0388437867105,1056.420203455772,945.6074060619617,971.666032959929,989.8818027723255,982.6123564491309
2006,105031106,Wellington,10503,Dubbo,105,Far West and Orana,Rest of NSW,New South Wales,8212.7278315,847.0140330039399,1069.6607237878839,847.9276994005086,1075.5536238287639,907.0184293597878,921.7326980140675,938.4236817823146,953.2736131878173
2006,106011107,Branxton - Greta - Pokolbin,10601,Lower Hunter,106,Hunter Valley exc Newcastle,Rest of NSW,New South Wales,8189.1453132999995,1002.2304334860759,1083.0262724377967,1000.5729058865284,1077.1749910947801,1012.4737984071621,1036.8493235056144,1059.0792147045106,969.0608442898383
2006,106011108,Cessnock,10601,Lower Hunter,106,Hunter Valley exc Newcastle,Rest of NSW,New South Wales,18474.3159284,851.501511270774,1111.1691074083674,850.0784998263406,1101.8923940323914,888.7080059074838,906.7599961130979,922.9414064627929,862.5159132698861
2006,106011109,Cessnock Surrounds,10601,Lower Hunter,106,Hunter Valley exc Newcastle,Rest of NSW,New South Wales,6589.5372123,968.015459751,1112.9344440999057,964.5086529050968,1106.2443552510822,986.0769443873984,1009.2068437650815,1022.8587345889654,967.4541595120373
